A,B,C,D,E,F,G,H,I,J,K,L
1455,VIGALAM1608490                                    ,VIGA LAMINADA 16 CM X 8 CM X 490 CM     ,45292,UND ,COP,511843,0,0,0,0,
1456,VIGALAM1608590                                    ,VIGA LAMINADA 16 CM X 8 CM X 590 CM     ,45292,UND ,COP,616300,0,0,0,0,
1457,VIGALAM1608790                                    ,VIGA LAMINADA 16 CM X 8 CM X 790 CM     ,45292,UND ,COP,825216,0,0,0,0,
1458,VIGALAM1608890                                    ,VIGA LAMINADA 16 CM X 8 CM X 890 CM     ,45292,UND ,COP,1011709,0,0,0,0,
1459,VIGALAM18080490                                   ,VIGA LAMINADA 18 CM X 8 CM X 490 CM     ,45292,UND ,COP,628293,0,0,0,0,
1460,VIGALAM18080590                                   ,VIGA LAMINADA 18 CM X 8 CM X 590 CM     ,45292,UND ,COP,693338,0,0,0,0,
1462,VIGALAM20081190                                   ,VIGA LAMINADA 20 CM X 8 CM X 1190 CM    ,45292,UND ,COP,1553807,0,0,0,0,
1463,VIGALAM2008390                                    ,VIGA LAMINADA 20 CM X 8 CM X 390 CM     ,45292,UND ,COP,515375,0,0,0,0,
1464,VIGALAM2008580                                    ,VIGA LAMINADA 20 CM X 8 CM X 580 CM     ,45292,UND ,COP,773604,0,0,0,0,
1465,VIGALAM2008590                                    ,VIGA LAMINADA 20 CM X 8 CM X 590 CM     ,45292,UND ,COP,770375,0,0,0,0,
1466,VIGALAM2008790                                    ,VIGA LAMINADA 20 CM X 8 CM X 790 CM     ,45292,UND ,COP,1043965,0,0,0,0,
1467,VIGALAM200890                                     ,VIGA LAMINADA 20 CM X 8 CM X 90 CM      ,45292,UND ,COP,117115,0,0,0,0,
1468,VIGALAM20100590                                   ,VIGA LAMINADA 20 CM X 10 CM X 590 CM,45292,UND ,COP,979290,0,0,0,0,
1469,VIGALAM20100900                                   ,VIGA LAMINADA 20 CM X 10 CM X 900 CM    ,45292,UND ,COP,1615829,0,0,0,0,
1470,VIGALAM20101190                                   ,VIGA LAMINADA 20 CM X 10 CM X 1190 CM   ,45292,UND ,COP,1942259,0,0,0,0,
1471,VIGALAM22100190                                   ,VIGA LAMINADA 22 CM X 10 CM X 190 CM    ,45292,UND ,COP,341120,0,0,0,0,
1473,VIGALAM22100390                                   ,VIGA LAMINADA 22 CM X 10 CM X 390 CM    ,45292,UND ,COP,700193,0,0,0,0,
1474,VIGALAM22100490                                   ,VIGA LAMINADA 22 CM X 10 CM X 490 CM    ,45292,UND ,COP,873180,0,0,0,0,
1475,VIGALAM22100590                                   ,VIGA LAMINADA 22 CM X 10 CM X 590 CM    ,45292,UND ,COP,1059266,0,0,0,0,
1476,VIGALAM22100690                                   ,VIGA LAMINADA 22 CM X 10 CM X 690 CM    ,45292,UND ,COP,1229580,0,0,0,0,
1477,VIGALAM22101190                                   ,VIGA LAMINADA 22 CM X 10 CM X 1190 CM   ,45292,UND ,COP,2136485,0,0,0,0,
1478,VIGALAM24100390                                   ,VIGA LAMINADA 24 CM X 10 CM X 390 CM    ,45292,UND ,COP,758161,0,0,0,0,
1479,VIGALAM24100490                                   ,VIGA LAMINADA 24 CM X 10 CM X 490 CM    ,45292,UND ,COP,952560,0,0,0,0,
1480,VIGALAM24100590                                   ,VIGA LAMINADA 24 CM X 10 CM X 590 CM    ,45292,UND ,COP,1155563,0,0,0,0,
1481,VIGALAM24101190                                   ,VIGA LAMINADA 24 CM X 10 CM X 1190 CM   ,45292,UND ,COP,2330711,0,0,0,0,
1482,VIGALAM24120190                                   ,VIGA LAMINADA 24 CM X 12 CM X 190 CM    ,45292,UND ,COP,456160,0,0,0,0,
1483,VIGALAM24120390                                   ,VIGA LAMINADA 24 CM X 12 CM X 390 CM    ,45292,UND ,COP,916615,0,0,0,0,
1484,VIGALAM24120490                                   ,VIGA LAMINADA 24 CM X 12 CM X 490 CM    ,45292,UND ,COP,1292663,0,0,0,0,
1485,VIGALAM24120590                                   ,VIGA LAMINADA 24 CM X 12 CM X 590 CM    ,45292,UND ,COP,1386675,0,0,0,0,
1487,VIGALAM24121190                                   ,VIGA LAMINADA 24 CM X 12 CM X 1190 CM   ,45292,UND ,COP,2796853,0,0,0,0,
1488,VIGLAM1608660                                     ,VIGA LAMINADA 16 CM X 8 CM X 690 CM     ,45292,UND ,COP,736257,0,0,0,0,
1627,SPRINSMCARAND316                                  ,ARANDELA 3/16,45700,UND ,COP,29,0,0,0,0,
3130,POSD400045220                                     ,DESCORTEZADO NORUE TRATADO 4-5 X 210-230,45292,UND ,COP,6985,0,0,0,0,
3131,POSD400067220                                     ,DESCORTEZADO NORUE TRATADO 6-7 X 210-230,45292,UND ,COP,11807,0,0,0,0,
3132,POSD400089220                                     ,DESCORTEZADO NORUE TRATADO 8-9 X 210-230,45292,UND ,COP,16914,0,0,0,0,
3133,POSD401011220                                     ,DESCORTEZAD NORUE TRATAD 10-11 X 210-230,45292,UND ,COP,24955,0,0,0,0,
3134,POSD401213220                                     ,DESCORTEZAD NORUE TRATAD 12-13 X 210-230,45292,UND ,COP,31143,0,0,0,0,
3135,POSD401415220                                     ,DESCORTEZAD NORUE TRATAD 14-15 X 210-230,45292,UND ,COP,41274,0,0,0,0,
3136,POSD400045250                                     ,DESCORTEZADO NORUE TRATADO 4-5 X 235-260,45292,UND ,COP,6843,0,0,0,0,
3137,POSD400067250                                     ,DESCORTEZADO NORUE TRATADO 6-7 X 235-260,45292,UND ,COP,14503,0,0,0,0,
3138,POSD400089250                                     ,DESCORTEZADO NORUE TRATADO 8-9 X 235-260,45292,UND ,COP,20562,0,0,0,0,
3139,POSD401011250                                     ,DESCORTEZAD NORUE TRATAD 10-11 X 235-260,45292,UND ,COP,30362,0,0,0,0,
3140,POSD401213250                                     ,DESCORTEZAD NORU TRATAD 12-13 X 235-260,45292,UND ,COP,37910,0,0,0,0,
3141,POSD401415250                                     ,DESCORTEZAD NORUE TRATAD 14-15 X 235-260,45292,UND ,COP,50258,0,0,0,0,
3142,POSD400067300                                     ,DESCORTEZADO NORUEGO TRATADO 6-7 X 300,45292,UND ,COP,15510,0,0,0,0,
3143,POSD400089300                                     ,DESCORTEZADO NORUEGO TRATADO 8-9 X 300,45292,UND ,COP,25078,0,0,0,0,
3144,POSD401011300                                     ,DESCORTEZADO NORUEGO TRATADO 10-11 X 300,45292,UND ,COP,37037,0,0,0,0,
3145,POSD401213300                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 300,45292,UND ,COP,46248,0,0,0,0,
3146,POSD401415300                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 300,45292,UND ,COP,61316,0,0,0,0,
3147,POSD401617300                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 300,45292,UND ,COP,77397,0,0,0,0,
3148,POSD401819300                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 300,45292,UND ,COP,97727,0,0,0,0,
3149,POSD402021300                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 300,45292,UND ,COP,120448,0,0,0,0,
3150,POSD402223300                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 300,45292,UND ,COP,145562,0,0,0,0,
3151,POSD402425300                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 300,45292,UND ,COP,173067,0,0,0,0,
3152,POSD400089400                                     ,DESCORTEZADO NORUEGO TRATADO 8-9 X 400,45292,UND ,COP,56142,0,0,0,0,
3153,POSD401011400                                     ,DESCORTEZADO NORUEGO TRATADO 10-11 X 400,45292,UND ,COP,79453,0,0,0,0,
3154,POSD401213400                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 400,45292,UND ,COP,110972,0,0,0,0,
3155,POSD401415400                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 400,45292,UND ,COP,147744,0,0,0,0,
3156,POSD401617400                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 400,45292,UND ,COP,168100,0,0,0,0,
3157,POSD401819400                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 400,45292,UND ,COP,212751,0,0,0,0,
3158,POSD402021400                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 400,45292,UND ,COP,262656,0,0,0,0,
3159,POSD402223400                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 400,45292,UND ,COP,317814,0,0,0,0,
3160,POSD402425400                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 400,45292,UND ,COP,378225,0,0,0,0,
3161,POSD400089500                                     ,DESCORTEZADO NORUEGO TRATADO 8-9 X 500,45292,UND ,COP,58818,0,0,0,0,
3162,POSD401011500                                     ,DESCORTEZADO NORUEGO TRATADO 10-11 X 500,45292,UND ,COP,87864,0,0,0,0,
3163,POSD401213500                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 500,45292,UND ,COP,122719,0,0,0,0,
3164,POSD401415500                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 500,45292,UND ,COP,163383,0,0,0,0,
3165,POSD401617500                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 500,45292,UND ,COP,185894,0,0,0,0,
3166,POSD401819500                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 500,45292,UND ,COP,235271,0,0,0,0,
3167,POSD402021500                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 500,45292,UND ,COP,290459,0,0,0,0,
3168,POSD402223500                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 500,45292,UND ,COP,351455,0,0,0,0,
3169,POSD402425500                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 500,45292,UND ,COP,418262,0,0,0,0,
3170,POSD401011600                                     ,DESCORTEZADO NORUEGO TRATADO 10-11 X 600,45292,UND ,COP,105437,0,0,0,0,
3171,POSD401213600                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 600,45292,UND ,COP,147263,0,0,0,0,
3172,POSD401415600                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 600,45292,UND ,COP,170789,0,0,0,0,
3173,POSD401617600                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 600,45292,UND ,COP,223073,0,0,0,0,
3174,POSD401819600                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 600,45292,UND ,COP,282326,0,0,0,0,
3175,POSD402021600                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 600,45292,UND ,COP,348550,0,0,0,0,
3176,POSD402223600                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 600,45292,UND ,COP,403098,0,0,0,0,
3177,POSD402425600                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 600,45292,UND ,COP,462014,0,0,0,0,
3178,POSD401213700                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 700,45292,UND ,COP,194201,0,0,0,0,
3179,POSD401415700                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 700,45292,UND ,COP,225227,0,0,0,0,
3180,POSD401617700                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 700,45292,UND ,COP,294175,0,0,0,0,
3181,POSD401819700                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 700,45292,UND ,COP,372315,0,0,0,0,
3182,POSD402021700                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 700,45292,UND ,COP,459648,0,0,0,0,
3183,POSD402223700                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 700,45292,UND ,COP,556174,0,0,0,0,
3184,POSD402425700                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 700,45292,UND ,COP,661894,0,0,0,0,
3185,POSD401213800                                     ,DESCORTEZADO NORUEGO TRATADO 12-13 X 800,45292,UND ,COP,221944,0,0,0,0,
3186,POSD401415800                                     ,DESCORTEZADO NORUEGO TRATADO 14-15 X 800,45292,UND ,COP,257403,0,0,0,0,
3187,POSD401617800                                     ,DESCORTEZADO NORUEGO TRATADO 16-17 X 800,45292,UND ,COP,336200,0,0,0,0,
3188,POSD401819800                                     ,DESCORTEZADO NORUEGO TRATADO 18-19 X 800,45292,UND ,COP,425503,0,0,0,0,
3189,POSD402021800                                     ,DESCORTEZADO NORUEGO TRATADO 20-21 X 800,45292,UND ,COP,525313,0,0,0,0,
3190,POSD402223800                                     ,DESCORTEZADO NORUEGO TRATADO 22-23 X 800,45292,UND ,COP,635627,0,0,0,0,
3191,POSD402425800                                     ,DESCORTEZADO NORUEGO TRATADO 24-25 X 800,45292,UND ,COP,888046,0,0,0,0,
3208,C3AYP1433300                                      ,AYP TABLA 14X3.3X300,45292,UND ,COP,21240,0,0,0,0,
3212,C4AYP1433200                                      ,AYP TABLA 14X3.3X200,45292,UND ,COP,22000,0,0,0,0,
3213,C4AYP1433250                                      ,AYP TABLA 14X3.3X250,45292,UND ,COP,25798,0,0,0,0,
3214,C4AYP1433300                                      ,AYP TABLA 14X3.3X300,45292,UND ,COP,30959,0,0,0,0,
3215,C4AYP1433400                                      ,AYP TABLA 14X3.3X400,45292,UND ,COP,41278,0,0,0,0,
3230,C3AYP0933100                                      ,AYP LARGUERO 9X3.3X100,45292,UND ,COP,6165,0,0,0,0,
3231,C3AYP0933150                                      ,AYP LARGUERO 9X3.3X150,45292,UND ,COP,9246,0,0,0,0,
3232,C3AYP0933200                                      ,AYP LARGUERO 9X3.3X200,45292,UND ,COP,12390,0,0,0,0,
3233,C3AYP0933250                                      ,AYP LARGUERO 9X3.3X250,45292,UND ,COP,15349,0,0,0,0,
3234,C3AYP0933260                                      ,AYP LARGUERO 9X3.3X260,45292,UND ,COP,16027,0,0,0,0,
3235,C3AYP0933300                                      ,AYP LARGUERO 9X3.3X300,45292,UND ,COP,17938,0,0,0,0,
3236,C3AYP0933400                                      ,AYP LARGUERO 9X3.3X400,45292,UND ,COP,24658,0,0,0,0,
3237,C4AYP0933100                                      ,AYP LARGUERO 9X3.3X100,45292,UND ,COP,7529,0,0,0,0,
3238,C4AYP0933150                                      ,AYP LARGUERO 9X3.3X150,45292,UND ,COP,11294,0,0,0,0,
3239,C4AYP0933200                                      ,AYP LARGUERO 9X3.3X200,45687,UND ,COP,15133,0,0,0,0,
3240,C4AYP0933250                                      ,AYP LARGUERO 9X3.3X250,45687,UND ,COP,20636,0,0,0,0,
3241,C4AYP0933260                                      ,AYP LARGUERO 9X3.3X260,45292,UND ,COP,19673,0,0,0,0,
3242,C4AYP0933300                                      ,AYP LARGUERO 9X3.3X300,45292,UND ,COP,22699,0,0,0,0,
3243,C4AYP0933400                                      ,AYP LARGUERO 9X3.3X400,45292,UND ,COP,30117,0,0,0,0,
3250,C3AYP0916112                                      ,AYP TABLETA 9X1.6X112.2,45292,UND ,COP,3418,0,0,0,0,
3251,C3AYP0916124                                      ,AYP TABLETA 9X1.6X124.2,45506,UND ,COP,3791,0,0,0,0,
3252,C3AYP0916142                                      ,AYP TABLETA 9X1.6X142.2,45292,UND ,COP,4340,0,0,0,0,
3255,C3AYP091894                                       ,AYP TABLETA 9X1.8X94,45292,UND ,COP,3232,0,0,0,0,
3257,C3AYP0918142                                      ,AYP TABLETA 9X1.8X142.2,45292,UND ,COP,4883,0,0,0,0,
3282,TABALIS581160                                     ,TABLERO ALISTONADO 58X1.1X60            ,45292,UND ,COP,12074,0,0,0,0,
3284,TABALIS601192                                     ,TABLERO ALISTONADO 92X1.1X60,45292,UND ,COP,19151,0,0,0,0,
3285,TABALIS601167                                     ,TABLERO ALISTONADO 60X1.1X67            ,45292,UND ,COP,13947,0,0,0,0,
3286,TABALIS401260                                     ,TABLERO ALISTONADO 40X1.2X60,45292,UND ,COP,9083,0,0,0,0,
3287,TABALIS581560                                     ,TABLERO ALISTONADO 58X1.5X60,45292,UND ,COP,16464,0,0,0,0,
3288,LAMTR12207244                                     ,LAMINA TRIPLEX 122X0.7X244,45292,UND ,COP,72764,0,0,0,0,
3289,LAMTR12209244                                     ,LAMINA TRIPLEX 122X0.9X244              ,45292,UND ,COP,86505,0,0,0,0,
3290,LAMTR12212244                                     ,LAMINA TRIPLEX 122X1.2X244              ,45292,UND ,COP,105191,0,0,0,0,
3291,LAMTR12218244                                     ,LAMINA TRIPLEX 122X1.8X244,45292,UND ,COP,137914,0,0,0,0,
3292,C1ARQ0842300                                      ,ARQUI LARGUERO ASE HUM CANTEAD 8X4.2X300,45505,UND ,COP,10688,0,0,0,0,
3293,C1ARQ8544300                                      ,ARQUI LARGUERO ASE HUM 8.5X4.4X300,45505,UND ,COP,14815,0,0,0,0,
3294,C1ARQ1222300                                      ,ARQUI TABLILLA ASE HUM 12X2.2X300,45505,UND ,COP,10582,0,0,0,0,
3295,C1ARQ1842300                                      ,ARQUI CAN ASE HUM 18X4.2X300,45505,UND ,COP,23598,0,0,0,0,
3296,C1ARQ1022300                                      ,ARQUI TABLILLA ASE HUM 10X2.2X300,45505,UND ,COP,9735,0,0,0,0,
3297,C1ARQ1522300                                      ,ARQUI TABLILLA ASE HUM 15X2.2X300,45505,UND ,COP,13015,0,0,0,0,
3298,C3ARQ0804300                                      ,ARQUI LARGUERO CEP HUM 8X4X300,45505,UND ,COP,11852,0,0,0,0,
3299,C3ARQ8542300                                      ,ARQUI LARGUER CEP HUM INMER  8.5X4.2X300,45505,UND ,COP,14815,0,0,0,0,
3300,C1ARQ0804300                                      ,ARQUI LARGUERO ASE HUM 8X4X300,45292,UND ,COP,10688,0,0,0,0,
3301,C1ARQ1604300                                      ,ARQUI CAN ASE HUM 16X4X300,45505,UND ,COP,23598,0,0,0,0,
3302,C1ARQ1816300                                      ,ARQUI TABLA ASE HUM 18X1.6X300,45505,UND ,COP,10582,0,0,0,0,
3303,C3ARQ1202300                                      ,ARQUI TABLILLA CEP HUM 12X2X300,45505,UND ,COP,10582,0,0,0,0,
3304,C3ARQ1804300                                      ,ARQUI TABLON CAN CEP HUM 18X4X300,45505,UND ,COP,23598,0,0,0,0,
3305,C3ARQ1002300                                      ,ARQUI TABLILLA CEP HUM 10X2X300,45505,UND ,COP,9735,0,0,0,0,
3306,C3ARQ1502300                                      ,ARQUI TABLILLA CEP HUM 15X2X300,45505,UND ,COP,13016,0,0,0,0,
3325,C4PYP0917100                                      ,PISO PARED 9X1.7X100M2                  ,45292,M2  ,COP,35920,0,0,0,0,
3326,C4PYP0917150                                      ,PISO PARED 9X1.7X150M2                  ,45292,M2  ,COP,35920,0,0,0,0,
3327,C4PYP0917200                                      ,PISO PARED 9X1.7X200M2                  ,45292,M2  ,COP,53187,0,0,0,0,
3328,C4PYP0917250                                      ,PISO PARED 9X1.7X250M2                  ,45292,M2  ,COP,57190,0,0,0,0,
3329,C4PYP0917300                                      ,PISO PARED 9X1.7X300M2                  ,45292,M2  ,COP,57190,0,0,0,0,
3409,C3AYP1418100                                      ,AYP TAB PARED 14X1.8X100,45292,UND ,COP,5761,0,0,0,0,
3410,C3AYP1418150                                      ,AYP TAB PARED 14X1.8X150,45292,UND ,COP,8640,0,0,0,0,
3411,C3AYP1418200                                      ,AYP TAB PARED 14X1.8X200,45292,UND ,COP,11520,0,0,0,0,
3412,C3AYP1418250                                      ,AYP TAB PARED 14X1.8X250,45292,UND ,COP,14402,0,0,0,0,
3413,C3AYP1418300                                      ,AYP TAB PARED 14X1.8X300,45292,UND ,COP,17281,0,0,0,0,
3414,C3AYP1418400                                      ,AYP TAB PARED 14X1.8X400,45292,UND ,COP,23041,0,0,0,0,
3415,C4AYP1418100                                      ,AYP TAB PARED 14X1.8X100,45292,UND ,COP,7402,0,0,0,0,
3416,C4AYP1418150                                      ,AYP TAB PARED 14X1.8X150,45292,UND ,COP,10506,0,0,0,0,
3417,C4AYP1418200                                      ,AYP TAB PARED 14X1.8X200,45292,UND ,COP,14803,0,0,0,0,
3418,C4AYP1418250                                      ,AYP TAB PARED 14X1.8X250,45292,UND ,COP,18504,0,0,0,0,
3419,C4AYP1418300                                      ,AYP TAB PARED 14X1.8X300,45292,UND ,COP,22205,0,0,0,0,
3420,C4AYP1418400                                      ,AYP TAB PARED 14X1.8X400,45292,UND ,COP,29462,0,0,0,0,
3421,C3AYP1017100                                      ,AYP TAB PISO 10X1.7X100,45292,UND ,COP,4385,0,0,0,0,
3423,C3AYP1017200                                      ,AYP TAB PISO 10X1.7X200,45292,UND ,COP,8770,0,0,0,0,
3424,C3AYP1017250                                      ,AYP TAB PISO 10X1.7X250,45292,UND ,COP,10962,0,0,0,0,
3425,C3AYP1017300                                      ,AYP TAB PISO 10X1.7X300,45292,UND ,COP,14076,0,0,0,0,
3426,C3AYP1017400                                      ,AYP TAB PISO 10X1.7X400,45292,UND ,COP,17540,0,0,0,0,
3427,C4AYP1017100                                      ,AYP TAB PISO 10X1.7X100,45292,UND ,COP,5356,0,0,0,0,
3429,C4AYP1017200                                      ,AYP TAB PISO 10X1.7X200,45292,UND ,COP,10714,0,0,0,0,
3430,C4AYP1017250                                      ,AYP TAB PISO 10X1.7X250,45292,UND ,COP,13457,0,0,0,0,
3431,C4AYP1017300                                      ,AYP TAB PISO 10X1.7X300,45292,UND ,COP,15019,0,0,0,0,
3432,C4AYP1017400                                      ,AYP TAB PISO 10X1.7X400,45292,UND ,COP,21532,0,0,0,0,
3433,RC4SEG0009150                                     ,CALIBRADO SEG TRATADO 9X150,45292,UND ,COP,10019,0,0,0,0,
3434,RC4SEG0009220                                     ,CALIBRADO SEG TRATADO 9X220,45292,UND ,COP,14394,0,0,0,0,
3435,RC4SEG0009250                                     ,CALIBRADO SEG TRATADO 9X250             ,45292,UND ,COP,15888,0,0,0,0,
3436,RC4SEG0009300                                     ,CALIBRADO SEG TRATADO 9X300             ,45292,UND ,COP,21334,0,0,0,0,
3437,RC4SEG0010150                                     ,CALIBRADO SEG TRATADO 10X150            ,45292,UND ,COP,11653,0,0,0,0,
3438,RC4SEG0010220                                     ,CALIBRADO SEG TRATADO 10X220            ,45292,UND ,COP,16784,0,0,0,0,
3439,RC4SEG0010250                                     ,CALIBRADO SEG TRATADO 10X250            ,45292,UND ,COP,19628,0,0,0,0,
3440,RC4SEG0010300                                     ,CALIBRADO SEG TRATADO 10X300            ,45292,UND ,COP,23075,0,0,0,0,
3441,RC4SEG0012220                                     ,CALIBRADO SEG TRATADO 12X220            ,45292,UND ,COP,20088,0,0,0,0,
3442,RC4SEG0012250                                     ,CALIBRADO SEG TRATADO 12X250            ,45292,UND ,COP,21712,0,0,0,0,
3443,RC4SEG0012300                                     ,CALIBRADO SEG TRATADO 12X300            ,45292,UND ,COP,26659,0,0,0,0,
3444,RC4SEG0075150                                     ,CALIBRADO SEG TRATADO 7X150             ,45292,UND ,COP,7249,0,0,0,0,
3445,RC4SEG0075220                                     ,CALIBRADO SEG TRATADO 7X220             ,45292,UND ,COP,10411,0,0,0,0,
3446,RC4SEG0075250                                     ,CALIBRADO SEG TRATADO 7X250             ,45292,UND ,COP,11356,0,0,0,0,
3447,RC4SEG0075300                                     ,CALIBRADO SEG TRATADO 7X300             ,45292,UND ,COP,15433,0,0,0,0,
3448,RC4SEG0014150                                     ,CALIBRADO SEG TRATADO 14X150            ,45292,UND ,COP,19825,0,0,0,0,
3449,RC4SEG0014220                                     ,CALIBRADO SEG TRATADO 14X220            ,45292,UND ,COP,24667,0,0,0,0,
3450,RC4SEG0014250                                     ,CALIBRADO SEG TRATADO 14X250            ,45292,UND ,COP,28000,0,0,0,0,
3451,RC4SEG0014300                                     ,CALIBRADO SEG TRATADO 14X300            ,45292,UND ,COP,41323,0,0,0,0,
3452,RC4SEG0008220                                     ,CALIBRADO SEG TRATADO 8X220             ,45292,UND ,COP,12353,0,0,0,0,
3453,RC4SEG0008250                                     ,CALIBRADO SEG TRATADO 8X250             ,45292,UND ,COP,14038,0,0,0,0,
3454,PD4SEG0005180                                     ,RÚSTICO SEG TRATADO 4-5X180,45292,UND ,COP,3888,0,0,0,0,
3455,PD4SEG0005220                                     ,RÚSTICO SEG TRATADO 4-5X210-230,45292,UND ,COP,5509,0,0,0,0,
3456,PD4SEG0005250                                     ,RÚSTICO SEG TRATADO 4-5X235-260,45292,UND ,COP,5945,0,0,0,0,
3457,PD4SEG0012100                                     ,RÚSTICO SEG TRATADO 12X100,45292,UND ,COP,8067,0,0,0,0,
3458,PD4SEG0012120                                     ,RÚSTICO SEG TRATADO 12X120,45292,UND ,COP,11257,0,0,0,0,
3459,PD4SEG0012150                                     ,RÚSTICO SEG TRATADO 12X150,45292,UND ,COP,12128,0,0,0,0,
3460,PD4SEG0012180                                     ,RÚSTICO SEG TRATADO 12X180,45292,UND ,COP,13903,0,0,0,0,
3461,PD4SEG0012220                                     ,RÚSTICO SEG TRATADO 12X210-230,45292,UND ,COP,17906,0,0,0,0,
3462,PD4SEG0012250                                     ,RÚSTICO SEG TRATADO 12X235-260,45292,UND ,COP,20428,0,0,0,0,
3463,PD4SEG0067100                                     ,RÚSTICO SEG TRATADO 6-7X100,45292,UND ,COP,20428,0,0,0,0,
3464,PD4SEG0067120                                     ,RÚSTICO SEG TRATADO 6-7X120,45292,UND ,COP,6107,0,0,0,0,
3465,PD4SEG0067150                                     ,RÚSTICO SEG TRATADO 6-7X150,45292,UND ,COP,7262,0,0,0,0,
3466,PD4SEG0067180                                     ,RÚSTICO SEG TRATADO 6-7X180,45292,UND ,COP,7865,0,0,0,0,
3467,PD4SEG0067200                                     ,RÚSTICO SEG TRATADO 6-7X200,45292,UND ,COP,9244,0,0,0,0,
3468,PD4SEG0067220                                     ,RÚSTICO SEG TRATADO 6-7X210-230,45292,UND ,COP,9551,0,0,0,0,
3469,PD4SEG0067250                                     ,RÚSTICO SEG TRATADO 6-7X235-260,45292,UND ,COP,9933,0,0,0,0,
3470,PD4SEG0089100                                     ,RÚSTICO SEG TRATADO 8-9X100,45292,UND ,COP,9933,0,0,0,0,
3471,PD4SEG0089120                                     ,RÚSTICO SEG TRATADO 8-9X120,45292,UND ,COP,8253,0,0,0,0,
3472,PD4SEG0089150                                     ,RÚSTICO SEG TRATADO 8-9X150,45292,UND ,COP,10068,0,0,0,0,
3473,PD4SEG0089180                                     ,RÚSTICO SEG TRATADO 8-9X180,45292,UND ,COP,11176,0,0,0,0,
3474,PD4SEG0089200                                     ,RÚSTICO SEG TRATADO 8-9X200,45292,UND ,COP,10424,0,0,0,0,
3475,PD4SEG0089220                                     ,RÚSTICO SEG TRATADO 8-9X210-230,45292,UND ,COP,12586,0,0,0,0,
3476,PD4SEG0089250                                     ,RÚSTICO SEG TRATADO 8-9X235-260,45292,UND ,COP,13380,0,0,0,0,
3477,PD4SEG0808220                                     ,RÚSTICO SEG TRATADO 8X8X210-230,45292,UND ,COP,13380,0,0,0,0,
3478,PD4SEG1011120                                     ,RÚSTICO SEG TRATADO 11X120,45292,UND ,COP,9738,0,0,0,0,
3479,PD4SEG1011180                                     ,RÚSTICO SEG TRATADO 11X180,45292,UND ,COP,13270,0,0,0,0,
3480,PD4SEG1011200                                     ,RÚSTICO SEG TRATADO 11X200,45292,UND ,COP,12836,0,0,0,0,
3481,PD4SEG1011220                                     ,RÚSTICO SEG TRATADO 11X210-230,45292,UND ,COP,16243,0,0,0,0,
3482,PD4SEG1011250                                     ,RÚSTICO SEG TRATADO 11X235-260,45292,UND ,COP,17027,0,0,0,0,
3483,C4PER1003100                                      ,PERFIL 10X3X100,45292,M2  ,COP,77453,0,0,0,0,
3484,C4PER1003150                                      ,PERFIL 10X3X150,45292,M2  ,COP,82667,0,0,0,0,
3485,C4PER1003200                                      ,PERFIL 10X3X200,45292,M2  ,COP,103249,0,0,0,0,
3486,C4PER1003250                                      ,PERFIL 10X3X250,45292,M2  ,COP,103249,0,0,0,0,
3487,C4PER1003300                                      ,PERFIL 10X3X300,45292,M2  ,COP,103249,0,0,0,0,
3488,PD4EU0089250                                      ,RÙSTICO TRATADO EU 8-9X235-260,45292,UND ,COP,22300,0,0,0,0,
